cod_i;cod_m;muni;esta;ano_;prest;servç;natur;G06A _ População urbana residente do(s) município(s) com abastecimento de água;G06B _ População urbana residente do(s) município(s) com esgotamento sanitário;G12A _ População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B _ População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;POP_TOT _ População total do município (Fonte: IBGE):;POP_URB _ População urbana do município (Fonte: IBGE);AG001 _ População total atendida com abastecimento de água;AG026 _ População urbana atendida com abastecimento de água;ES001 _ População total atendida com esgotamento sanitário;ES026 _ População urbana atendida com esgotamento sanitário;IN015_AE _ Índice de coleta de esgoto;IN016_AE _ Índice de tratamento de esgoto;IN023_AE _ Índice de atendimento urbano de água;IN024_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE _ Índice de esgoto tratado referido à água consumida;IN047_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN055_AE _ Índice de atendimento total de água;IN056_AE _ Índice de atendimento total de esgoto referido aos municípios atendidos com água
3527405;352740;Lucélia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35274040] Prefeitura Municipal de Lucélia - PML;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;18.83;18.83;21.75;21.75;21.75;18.83;19.59;18.83;19.29;18.83;100,00;100,00;100,00;100,00;100,00;100,00;90,08;88,71
3527504;352750;Lucianópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35275040] Prefeitura Municipal de Lucianópolis - PML;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.90;1.90;2.39;2.39;2.39;1.90;2.06;1.90;1.91;1.90;92,44;100,00;100,00;100,00;92,44;100,00;85,96;79,78
3527603;352760;Luís Antônio;SP;2019;[35276011] Prefeitura Municipal de Luís Antônio - PMLA | [35276040] Secretaria Municipal de Agricultura e  Meio Ambiente - SMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;14.44;14.44;14.95;14.95;14.95;14.44;12.90;12.90;12.90;12.90;74,62;100,00;89,40;89,35;74,62;89,35;86,30;86,30
3527702;352770;Luiziânia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35277040] Prefeitura Municipal de Luiziânia - PML;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.31;5.31;5.79;5.79;5.79;5.31;4.94;4.94;4.93;4.93;100,00;100,00;93,00;92,78;100,00;92,78;85,27;85,06
3527801;352780;Lupércio;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35278040] Prefeitura Municipal - PML;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.07;4.07;4.58;4.58;4.58;4.07;4.16;4.07;4.14;4.07;100,00;100,00;100,00;100,00;100,00;100,00;90,73;90,21
3527900;352790;Lutécia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;2.11;2.11;2.65;2.65;2.65;2.11;2.47;2.11;2.42;2.11;100,00;100,00;100,00;100,00;100,00;100,00;93,05;91,47
3528007;352800;Macatuba;SP;2019;[35280011] Prefeitura Municipal de Macatuba - SISAM | [35280040] PREFEITURA MUNICIPAL DE MACATUBA - PMM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;16.65;16.65;17.16;17.16;17.16;16.65;16.60;16.60;16.60;16.60;78,87;100,00;99,70;99,70;78,87;99,70;96,74;96,74
3528106;352810;Macaubal;SP;2019;[35281011] Prefeitura Municipal de Macaubal - PMM | [35281040] PREFEITURA MUNICIPAL DE MACAUBAL - SP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;7.18;7.18;8.12;8.12;8.12;7.18;7.18;7.18;7.15;7.15;79,91;0,00;100,00;99,58;0,00;99,58;88,39;88,02
3528205;352820;Macedônia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35282040] PREFEITURA MUNICIPAL DE MACEDÔNIA - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.80;2.80;3.70;3.70;3.70;2.80;2.96;2.80;2.94;2.80;100,00;100,00;100,00;100,00;100,00;100,00;80,07;79,45
3528304;352830;Magda;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35283040] Prefeitura Municipal de Magda - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.59;2.59;3.12;3.12;3.12;2.59;2.96;2.59;2.89;2.59;100,00;100,00;100,00;100,00;100,00;100,00;94,93;92,59
3528403;352840;Mairinque;SP;2019;[35284011] Saneaqua Mairinque S/A - SM | [35284040] Prefeitura Municipal de Mairinque - PMM;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;37.84;37.84;47.15;47.15;47.15;37.84;47.15;37.84;38.59;37.84;73,21;0,00;100,00;100,00;0,00;100,00;100,00;81,84
3528502;352850;Mairiporã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;87.55;87.55;100.18;100.18;100.18;87.55;57.65;57.65;25.00;25.00;32,83;71,97;65,90;28,55;23,63;28,55;57,55;24,95
3528601;352860;Manduri;SP;2019;[35286011] Superintendência de Água e Esgoto de Manduri - SAEMAN | [35286040] Prefeitura Municipal Manduri - PMM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;8.52;8.52;9.85;9.85;9.85;8.52;8.46;8.46;8.46;8.46;71,57;100,00;99,30;99,32;71,57;99,32;85,91;85,91
3528700;352870;Marabá Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35287040] Departamento Municipal do Meio Ambiente - DMMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.61;2.61;5.85;5.85;5.85;2.61;2.14;2.14;2.12;2.12;100,00;100,00;82,20;81,54;100,00;81,54;36,60;36,29
3528809;352880;Maracaí;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35288040] Prefeitura Municipal de Maracai - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;12.69;12.69;14.00;14.00;14.00;12.69;12.94;12.69;12.80;12.69;100,00;100,00;100,00;100,00;100,00;100,00;92,42;91,41
3528858;352885;Marapoama;SP;2019;[35288511] Prefeitura Municipal de Marapoama - PMM | [35288540] PREFEITURA MUNICIPAL DE MARAPOAMA - PMM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2.53;2.53;3.03;3.03;3.03;2.53;2.92;2.44;2.44;2.44;100,00;0,00;96,30;96,25;0,00;96,25;96,24;80,37
3528908;352890;Mariápolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35289040] Prefeitura Municipal de Mariápolis - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.27;3.27;4.08;4.08;4.08;3.27;3.48;3.27;3.36;3.27;100,00;100,00;100,00;100,00;100,00;100,00;85,11;82,20
3529005;352900;Marília;SP;2019;[35290011] Departamento de Água e Esgoto de Marília - DAEM | [35290040] Secretaria do Meio Ambiente e de Limpeza Publica - SMALP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;228.17;228.17;238.88;238.88;238.88;228.17;238.88;228.17;238.88;228.17;88,42;12,76;100,00;100,00;11,28;100,00;100,00;100,00
3529104;352910;Marinópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35291040] Prefeitura Municipal de Marinópolis - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.67;1.67;2.11;2.11;2.11;1.67;1.74;1.67;1.73;1.67;98,74;100,00;100,00;100,00;98,74;100,00;82,43;81,77
3529203;352920;Martinópolis;SP;2019;[35292011] Prefeitura Municipal de Martinópolis - DAEM | [35292040] Prefeitura do Município de Martinópolis - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;22.22;22.22;26.46;26.46;26.46;22.22;26.46;22.22;26.46;22.22;80,40;100,00;100,00;100,00;80,40;100,00;100,00;100,00
3529302;352930;Matão;SP;2019;[35293011] Águas de Matão - AM | [35293040] Prefeitura Municipal de Matão - PMM;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;81.64;81.64;83.17;83.17;83.17;81.64;82.70;81.18;82.70;81.18;100,00;100,00;99,40;99,44;100,00;99,44;99,44;99,44
3529401;352940;Mauá;SP;2019;[35294011] Saneamento Básico do Município de Mauá - SAMA | [35294012] BRK Ambiental - Mauá S.A. - BRK | [35294040] Secretaria de Serviços Urbanos - S.S.U;Água | Esgotos | Res. Sólidos;Autarquia | Empresa privada | Administração pública direta;472.91;472.91;472.91;472.91;472.91;472.91;463.45;463.45;439.08;439.08;92,54;85,68;98,00;92,85;74,86;92,85;98,00;92,85
3529500;352950;Mendonça;SP;2019;[35295011] Prefeitura Municipal de Mendonça - PMM | [35295040] Prefeitura Municipal de Mendonça - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;4.49;4.49;5.49;5.49;5.49;4.49;5.49;4.49;4.49;4.49;77,71;100,00;100,00;100,00;77,71;100,00;100,00;81,75
3529609;352960;Meridiano;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35296040] Prefeitura Municipal de Meridiano - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.66;2.66;3.84;3.84;3.84;2.66;3.84;2.66;3.73;2.66;100,00;100,00;100,00;100,00;100,00;100,00;100,00;97,34
3529658;352965;Mesópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;1.49;1.49;1.91;1.91;1.91;1.49;1.80;1.49;1.71;1.49;95,82;100,00;100,00;100,00;95,82;100,00;94,44;89,62
3529708;352970;Miguelópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35297040] PREFEITURA MUNICIPAL DE MIGUELÓPOLIS - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;20.94;20.94;22.23;22.23;22.23;20.94;18.64;18.64;18.90;18.90;99,41;100,00;89,00;90,27;99,41;90,27;83,87;85,03
3529807;352980;Mineiros Do Tietê;SP;2019;[35298011] Águas de Mineiros do Tietê - AMT;Água e Esgoto;Empresa privada;12.33;12.33;12.91;12.91;12.91;12.33;12.33;12.33;12.33;12.33;82,49;100,00;100,00;100,00;82,49;100,00;95,53;95,53
3529906;352990;Miracatu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35299040] Prefeitura Municipal de Miracatu - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;10.17;10.17;19.78;19.78;19.78;10.17;11.59;10.17;9.86;9.86;86,93;100,00;100,00;97,00;86,93;97,00;58,62;49,87
3530003;353000;Mira Estrela;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35300040] PREFEITURA MUNICIPAL DE MIRA ESTRELA - PMME;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.06;2.06;3.09;3.09;3.09;2.06;1.94;1.94;1.92;1.92;100,00;100,00;94,10;93,49;100,00;93,49;62,73;62,35
3530102;353010;Mirandópolis;SP;2019;[35301012] Serviço Autônomo de Água e Esgoto de Mirandópolis - SAAEM | [35301040] Prefeitura Municipal de Mirandopolis - PMM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;26.31;26.31;29.56;29.56;29.56;26.31;29.56;26.31;25.50;25.28;71,37;86,21;100,00;96,08;61,53;96,08;100,00;86,25
3530201;353020;Mirante Do Paranapanema;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35302040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;10.75;10.75;18.26;18.26;18.26;10.75;10.80;10.75;8.15;8.15;87,42;100,00;100,00;75,81;87,42;75,81;59,12;44,64
3530300;353030;Mirassol;SP;2019;[35303011] Saneamento de Mirassol - Sanessol S.A - SANESSOL | [35303040] ASSESSORIA DE MEIO AMBIENTE - AMA;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;58.31;58.31;59.82;59.82;59.82;58.31;58.33;58.31;58.31;58.31;100,00;75,00;100,00;100,00;77,84;100,00;97,50;97,47
3530409;353040;Mirassolândia;SP;2019;[35304011] Prefeitura Municipal de Mirassolândia - PMM | [35304040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Empresa pública;3.96;3.96;4.87;4.87;4.87;3.96;4.82;3.62;2.75;2.75;75,76;100,00;91,50;69,44;75,76;69,44;98,99;56,46
3530508;353050;Mococa;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;63.54;63.54;68.89;68.89;68.89;63.54;68.89;63.54;68.31;63.54;92,47;100,00;100,00;100,00;92,47;100,00;100,00;99,16
3530607;353060;Mogi Das Cruzes;SP;2019;[35306011] Serviço Municipal de Águas e Esgotos - SEMAE | [35306040] Secretaria Municipal de Serviços Urbanos - SMSU;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;410.81;410.81;445.84;445.84;445.84;410.81;439.15;404.65;417.20;384.42;77,17;66,16;98,50;93,57;51,06;93,57;98,50;93,58
3530706;353070;Mogi Guaçu;SP;2019;[35307011] Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu - SAMAE | [35307040] SECRETARIA DE SERVIÇOS MUNICIPAIS - SSM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;144.20;144.20;151.89;151.89;151.89;144.20;144.20;144.20;139.87;139.87;77,53;75,00;100,00;97,00;58,15;97,00;94,94;92,09
3530805;353080;Moji Mirim;SP;2019;[35308011] Serviço Autônomo de Água e Esgotos de Mogi Mirim - SAAE | [35308040] Secretaria de Serviços Municipais - SSM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;87.20;87.20;93.19;93.19;93.19;87.20;87.17;87.17;86.30;86.30;90,87;90,87;100,00;98,97;82,58;98,97;93,54;92,60
3530904;353090;Mombuca;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35309040] PREFEITURA MUNICIPAL DE MOMBUCA - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.87;2.87;3.49;3.49;3.49;2.87;3.49;2.87;3.24;2.87;85,73;100,00;100,00;100,00;85,73;100,00;100,00;92,84
3531001;353100;Monções;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35310040] Prefeitura Municipal de Monções - PSV_SGL;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.95;1.95;2.26;2.26;2.26;1.95;2.26;1.95;2.22;1.95;99,17;100,00;100,00;100,00;99,17;100,00;100,00;98,41
3531100;353110;Mongaguá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35311040] DEPARTAMENTO DE SERVIÇOS PÚBLICOS EXTERNOS - DSPE;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;56.46;56.46;56.70;56.70;56.70;56.46;51.41;51.41;42.81;42.81;87,49;100,00;91,10;75,84;87,49;75,84;90,66;75,51
3531209;353120;Monte Alegre Do Sul;SP;2019;[35312011] Prefeitura Municipal de Monte Alegre do Sul - PMMA | [35312040] Consorcio Intermunicipal de Saneamento Basico - CISBRA - MAS;Água e Esgoto | Res. Sólidos;Administração pública direta | Autarquia;4.60;4.60;8.04;8.04;8.04;4.60;7.70;4.56;3.79;3.79;35,20;0,00;99,20;82,38;0,00;82,38;95,79;47,13
3531308;353130;Monte Alto;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35313040] Secretaria de Agricultura e Meio Ambiente - agrimamb;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;48.23;48.23;50.50;50.50;50.50;48.23;50.50;48.23;50.16;48.23;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,34
3531407;353140;Monte Aprazível;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35314040] Prefeitura Municipal de Monte Aprazível - PMMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;22.85;22.85;25.09;25.09;25.09;22.85;22.89;22.85;22.13;22.13;95,05;100,00;100,00;96,88;95,05;96,88;91,23;88,22
3531506;353150;Monte Azul Paulista;SP;2019;[35315011] Serviço Autônomo de Água, Esgoto e Meio Ambiente de Monte Azul Paulista - SAEMAP | [35315040] SERVIÇO AUTÔNOMO DE ÁGUA, ESGOTO E MEIO AMBIENTE DE MONTE AZUL PAULISTA - SAEMAP;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;17.79;17.79;19.01;19.01;19.01;17.79;18.71;17.79;18.55;17.78;85,00;35,00;100,00;99,98;29,75;99,98;98,44;97,60
3531605;353160;Monte Castelo;SP;2019;;;;0.00;0.00;0.00;0.00;4.17;3.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3531704;353170;Monteiro Lobato;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35317040] Prefeitura de Monteiro Lobato - PMML;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.01;2.01;4.65;4.65;4.65;2.01;2.32;2.01;1.84;1.84;87,17;100,00;100,00;91,63;87,17;91,63;49,82;39,54
3531803;353180;Monte Mor;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35318040] Secretaria Municipal de Meio Ambiente e Agricultura - SMMAA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;56.14;56.14;59.77;59.77;59.77;56.14;59.77;56.14;53.80;53.80;72,63;100,00;100,00;95,82;72,63;95,82;100,00;90,01
3531902;353190;Morro Agudo;SP;2019;[35319011] Prefeitura Municipal de Morro Agudo - PMMA | [35319040] Prefeitura Municipal de Morro Agudo - PMMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;31.60;31.60;32.97;32.97;32.97;31.60;32.64;30.60;32.64;30.60;80,32;100,00;96,80;96,83;80,32;96,83;99,01;99,01
3532009;353200;Morungaba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35320040] MUNICIPIO DE MORUNGABA - PMM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;11.63;11.63;13.62;13.62;13.62;11.63;12.23;11.63;11.82;11.63;91,54;100,00;100,00;100,00;91,54;100,00;89,75;86,75
3532058;353205;Motuca;SP;2019;[35320511] Prefeitura Municipal de Motuca - PMM | [35320540] Secretaria de Planejamento, Obras e Serviços - SPOS;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3.45;3.45;4.76;4.76;4.76;3.45;4.76;3.45;4.76;3.45;74,65;69,51;100,00;100,00;51,89;100,00;100,00;100,00
3532108;353210;Murutinga Do Sul;SP;2019;[35321011] Prefeitura Municipal de Murutinga do Sul - PMMS | [35321040] Prefeitura Municipal de Murutinga do Sul - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2.76;2.76;4.49;4.49;4.49;2.76;2.76;2.76;2.60;2.60;65,00;100,00;100,00;94,31;65,00;94,31;61,46;57,96
3532157;353215;Nantes;SP;2019;[35321511] Prefeitura Municipal de Nantes - PMN | [35321540] PREFEITURA MUNICIPAL DE NANTES - PMN;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2.82;2.82;3.14;3.14;3.14;2.82;3.14;2.82;3.14;2.82;98,57;100,00;100,00;100,00;98,57;100,00;100,00;100,00
3532207;353220;Narandiba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35322040] Prefeitura Municipal - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.52;3.52;4.86;4.86;4.86;3.52;4.86;3.52;4.83;3.52;99,95;100,00;100,00;100,00;99,95;100,00;100,00;99,51
3532306;353230;Natividade Da Serra;SP;2019;[35323011] Prefeitura Municipal de Natividade da Serra - PMNS;Água e Esgoto;Administração pública direta;2.78;2.78;6.66;6.66;6.66;2.78;2.85;2.78;2.85;2.78;71,43;10,00;100,00;100,00;7,14;100,00;42,83;42,83
3532405;353240;Nazaré Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35324040] Prefeitura Municipal de Nazaré Paulista - PMNP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;15.70;15.70;18.52;18.52;18.52;15.70;7.31;7.31;2.25;2.25;23,61;99,84;46,60;14,36;23,58;14,36;39,46;12,17
3532504;353250;Neves Paulista;SP;2019;[35325011] Prefeitura Municipal de Neves Paulista - PMNP | [35325040] PREFEITURA MUNICIPAL DE NEVES PAULISTA - PMNP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;8.06;8.06;8.93;8.93;8.93;8.06;8.06;7.50;7.50;7.50;43,96;100,00;93,10;93,06;43,96;93,06;90,30;83,99
3532603;353260;Nhandeara;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35326040] DEPARTAMENTO URBANISMO OBRAS E VIAÇÃO - DUOP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;9.30;9.30;11.48;11.48;11.48;9.30;9.95;9.30;9.81;9.30;97,19;100,00;100,00;100,00;97,19;100,00;86,71;85,44
3532702;353270;Nipoã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35327040] Prefeitura Municipal - PMN;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.63;4.63;5.21;5.21;5.21;4.63;4.53;4.53;4.34;4.34;97,91;100,00;97,70;93,67;97,91;93,67;86,80;83,22
3532801;353280;Nova Aliança;SP;2019;[35328011] Prefeitura Municipal de Nova Aliança - PMNA | [35328040] PREFEITURA MUNCIPAL - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.78;5.78;6.97;6.97;6.97;5.78;6.97;5.78;6.97;5.78;79,85;75,08;100,00;100,00;59,95;100,00;100,00;100,00
3532827;353282;Nova Campina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35328240] Prefeitura Municipal de Nova Campina - PMNC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;6.60;6.60;9.76;9.76;9.76;6.60;5.33;5.33;5.27;5.27;100,00;100,00;80,80;79,78;100,00;79,78;54,66;53,98
3532843;353284;Nova Canaã Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35328440] Prefeitura Municipal de Nova Canaã Paulista - PSV_SGL;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;783.00;783.00;1.88;1.88;1.88;783.00;1.66;783.00;1.63;783.00;100,00;100,00;100,00;100,00;100,00;100,00;88,04;86,60
3532868;353286;Nova Castilho;SP;2019;;;;0.00;0.00;0.00;0.00;1.27;840.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3532900;353290;Nova Europa;SP;2019;[35329011] Prefeitura Municipal de Nova Europa - PMNE | [35329040] Prefeitura Municipal de Nova Europa - PMNE;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;10.37;10.37;11.19;11.19;11.19;10.37;10.21;10.21;10.21;10.21;79,92;100,00;98,50;98,46;79,92;98,46;91,31;91,31
3533007;353300;Nova Granada;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35330040] CONSTROESTE - CONSTROESTE;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;19.93;19.93;21.50;21.50;21.50;19.93;20.14;19.93;19.96;19.93;98,50;100,00;100,00;100,00;98,50;100,00;93,69;92,83
3533106;353310;Nova Guataporanga;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35331040] Departamento de Meio Ambiente - DMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.01;2.01;2.32;2.32;2.32;2.01;2.21;2.01;2.20;2.01;100,00;100,00;100,00;100,00;100,00;100,00;95,47;94,91
3533205;353320;Nova Independência;SP;2019;[35332011] Prefeitura Municipal de Nova Independência - PMNI | [35332040] PREFEITURA MUNICIPAL DE NOVA INDEPENDENCIA - PMNI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3.16;3.16;3.97;3.97;3.97;3.16;3.90;3.16;3.90;3.16;94,00;100,00;100,00;100,00;94,00;100,00;98,26;98,26
3533254;353325;Novais;SP;2019;[35332511] Prefeitura Municipal de Novais - PMN | [35332540] setor de Engenharia - SE;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.31;5.31;5.83;5.83;5.83;5.31;5.31;5.31;5.31;5.31;86,67;69,23;100,00;100,00;60,00;100,00;91,05;91,05
3533304;353330;Nova Luzitânia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35333040] PREFEITURA MUNICIPAL DE NOVA LUZITANIA - PMNL;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.68;3.68;4.10;4.10;4.10;3.68;3.16;3.16;3.13;3.13;96,16;100,00;85,80;85,16;96,16;85,16;77,01;76,40
3533403;353340;Nova Odessa;SP;2019;[35334011] Cia de Desenvolvimento de Nova Odessa - CODEN | [35334040] Prefeitura Municipal de Nova Odessa - PMNO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;59.19;59.19;60.17;60.17;60.17;59.19;59.57;59.19;59.57;58.97;100,00;100,00;100,00;99,62;100,00;99,62;99,00;99,00
3533502;353350;Novo Horizonte;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;38.20;38.20;41.05;41.05;41.05;38.20;39.39;38.20;39.13;38.20;91,19;100,00;100,00;100,00;91,19;100,00;95,96;95,32
3533601;353360;Nuporanga;SP;2019;[35336011] Prefeitura Municipal de Nuporanga - PMN | [35336040] Prefeitura Municipal de Nuporanga - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;6.74;6.74;7.43;7.43;7.43;6.74;7.36;6.61;7.35;6.60;99,12;100,00;98,00;97,89;99,12;97,89;98,96;98,91
3533700;353370;Ocauçu;SP;2019;[35337011] Prefeitura Municipal de Ocauçu - PMO | [35337040] Prefeitura Municipal de Ocauçu - PMO;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3.43;3.43;4.29;4.29;4.29;3.43;3.42;3.42;3.42;3.42;80,32;100,00;99,90;99,94;80,32;99,94;79,81;79,81
